"scientific.name","common.name","observed.on","location","latitude","longitude","positional.accuracy","url"
"Cypripedium acaule","pink lady's slipper","2023-06-09","Acadia National Park, Bar Harbor, ME, US",44.3529097999,-68.1904765736,152,"https://www.inaturalist.org/observations/166410239"
"Lysimachia maritima","Sea Milkwort","2023-06-09","Acadia National Park, Birch Harbor, ME, US",44.3394366667,-68.0454416667,5005,"https://www.inaturalist.org/observations/166425947"
"Maianthemum racemosum","Solomon's plume","2023-06-09","Bar Harbor, ME 04609, USA",44.3553537261,-68.2066712156,304,"https://www.inaturalist.org/observations/166439554"
"Rhodiola rosea","Roseroot","2023-06-09","Acadia National Park, Birch Harbor, ME, US",44.3351083333,-68.06575,4,"https://www.inaturalist.org/observations/166482181"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2023-06-08","Southwest Harbor, ME 04679, USA",44.23275817,-68.31834796,9,"https://www.inaturalist.org/observations/166241205"
"Cypripedium acaule","pink lady's slipper","2023-06-08","Bar Harbor, ME 04609, USA",44.3400652142,-68.2140204683,3,"https://www.inaturalist.org/observations/166423257"
"Rhodiola rosea","Roseroot","2023-06-08","Acadia National Park, Birch Harbor, ME, US",44.3324616667,-68.06025,4,"https://www.inaturalist.org/observations/172848971"
"Trillium undulatum","painted trillium","2023-06-07","Acadia National Park, Southwest Harbor, ME, US",44.310875,-68.3409883333,5,"https://www.inaturalist.org/observations/166064617"
"Rhodiola rosea","Roseroot","2023-06-07","Winter Harbor, ME, USA",44.3330027778,-68.0620333333,5,"https://www.inaturalist.org/observations/190867045"
"Rhodiola rosea","Roseroot","2023-06-07","Winter Harbor, ME, USA",44.3331,-68.0626,6,"https://www.inaturalist.org/observations/190867049"
"Trillium undulatum","painted trillium","2023-06-06","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.32409824,-68.25111693,9,"https://www.inaturalist.org/observations/165959185"
"Cypripedium acaule","pink lady's slipper","2023-06-06","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.32499648,-68.25026646,7,"https://www.inaturalist.org/observations/165959260"
"Cypripedium acaule","pink lady's slipper","2023-06-06","Acadia National Park, Bar Harbor, ME, US",44.3395726586,-68.2111523936,10,"https://www.inaturalist.org/observations/169232538"
"Cypripedium acaule","pink lady's slipper","2023-06-05","Acadia National Park, Mount Desert, ME, US",44.325305,-68.2504116667,4,"https://www.inaturalist.org/observations/167105430"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2023-06-03","Southwest Harbor, ME 04679, USA",44.2327764997,-68.3183692,NA,"https://www.inaturalist.org/observations/165365321"
"Cypripedium acaule","pink lady's slipper","2023-06-03","Acadia National Park, Mount Desert, ME, US",44.325245,-68.250405,4,"https://www.inaturalist.org/observations/165497094"
"Trillium undulatum","painted trillium","2023-06-03","Acadia National Park, Mount Desert, ME, US",44.3239283333,-68.25093,4,"https://www.inaturalist.org/observations/165497156"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2023-06-03","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2271282349,-68.3209308263,4,"https://www.inaturalist.org/observations/174673844"
"Cypripedium acaule","pink lady's slipper","2023-06-02","Acadia National Park, Bar Harbor, ME, US",44.3850116667,-68.2537166667,4,"https://www.inaturalist.org/observations/165143309"
"Cypripedium acaule","pink lady's slipper","2023-06-02","Bar Harbor, ME 04609, USA",44.3849974194,-68.2537376889,NA,"https://www.inaturalist.org/observations/165149079"
"Cypripedium acaule","pink lady's slipper","2023-06-02","Maine, USA",44.3385559,-68.2733346,16108,"https://www.inaturalist.org/observations/165580160"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2023-06-01","Southwest Harbor, Maine 04679, États-Unis",44.227034,-68.3209152,NA,"https://www.inaturalist.org/observations/165042191"
"Toxicodendron radicans","eastern poison ivy","2023-06-01","Mt Desert, ME 04660, USA",44.2989444444,-68.21155,NA,"https://www.inaturalist.org/observations/165051900"
"Cypripedium acaule","pink lady's slipper","2023-05-25","Mt Desert, ME 04660, USA",44.312816,-68.20192,NA,"https://www.inaturalist.org/observations/163638636"
"Cypripedium acaule","pink lady's slipper","2023-05-22","Acadia National Park, Bar Harbor, ME, US",44.3346961694,-68.192076231,4,"https://www.inaturalist.org/observations/163140158"
"Cypripedium acaule","pink lady's slipper","2023-05-22","Acadia National Park, Mount Desert, ME, US",44.3268508081,-68.2886238895,4,"https://www.inaturalist.org/observations/163246317"
"Cypripedium acaule","pink lady's slipper","2023-05-22","Acadia National Park, Bar Harbor, ME, US",44.3336265823,-68.1911300781,4,"https://www.inaturalist.org/observations/163253142"
"Cypripedium acaule","pink lady's slipper","2023-05-19","Bar Harbor, ME 04609, USA",44.3519017759,-68.207712248,758,"https://www.inaturalist.org/observations/162503138"
"Capnoides sempervirens","rock harlequin","2023-05-19","Bar Harbor, ME, USA",44.38482324,-68.23307618,NA,"https://www.inaturalist.org/observations/162542127"
"Asclepias syriaca","common milkweed","2023-05-19","Bar Harbor, ME 04609, USA",44.391136,-68.236711,NA,"https://www.inaturalist.org/observations/162546549"
"Rhodiola rosea","Roseroot","2023-05-18","Winter Harbor, ME 04693, USA",44.33555269,-68.06648936,7,"https://www.inaturalist.org/observations/162275153"
"Rhodiola rosea","Roseroot","2023-05-15","Acadia National Park, Birch Harbor, ME, US",44.3359830476,-68.0668791489,6,"https://www.inaturalist.org/observations/161799619"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2023-05-11","Southwest Harbor, ME 04679, USA",44.232925,-68.3193,NA,"https://www.inaturalist.org/observations/161155541"
"Rhodiola rosea","Roseroot","2023-05-09","Acadia National Park, Birch Harbor, ME, US",44.3332783333,-68.0627666667,4,"https://www.inaturalist.org/observations/160855862"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2023-05-06","Nicatous Lake, Acadia National Park, Hancock, Maine, United States",44.2330840833,-68.3181594167,NA,"https://www.inaturalist.org/observations/160441945"
"Epigaea repens","trailing arbutus","2023-04-29","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.38560035,-68.25371736,4,"https://www.inaturalist.org/observations/157603209"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2023-04-25","Southwest Harbor, ME 04679, USA",44.229433,-68.312984,NA,"https://www.inaturalist.org/observations/156839602"
"Corema conradii","broom crowberry","2023-04-25","Southwest Harbor, ME 04679, USA",44.2316119997,-68.3152433,NA,"https://www.inaturalist.org/observations/161172697"
"Corema conradii","broom crowberry","2023-04-25","Southwest Harbor, ME 04679, USA",44.2313934,-68.3145078,NA,"https://www.inaturalist.org/observations/161172746"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2023-04-22","Acadia National Park, Southwest Harbor, ME, US",44.2328083333,-68.3184666667,28,"https://www.inaturalist.org/observations/156412693"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2023-04-18","Mount Desert Island, Southwest Harbor, ME, US",44.2270916667,-68.3209216667,16,"https://www.inaturalist.org/observations/155526021"
"Corema conradii","broom crowberry","2023-04-11","Winter Harbor, ME 04693, USA",44.3520177997,-68.0481144997,NA,"https://www.inaturalist.org/observations/154482627"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2023-04-09","Mount Desert Island, Southwest Harbor, ME, US",44.227105,-68.32093,3,"https://www.inaturalist.org/observations/154160781"
"Lycopodiella inundata","inundated bog clubmoss","2023-02-17","Bar Harbor, ME 04609, USA",44.387614,-68.238029,NA,"https://www.inaturalist.org/observations/149043741"
"Epigaea repens","trailing arbutus","2022-11-05","Acadia National Park, Bar Harbor, ME, US",44.3500166667,-68.1907666667,5,"https://www.inaturalist.org/observations/141200934"
"Asplenium trichomanes","maidenhair spleenwort","2022-11-03","Acadia National Park, Bar Harbor, ME, US",44.3544782164,-68.2089631302,8689,"https://www.inaturalist.org/observations/141014564"
"Pinus resinosa","red pine","2022-10-30","Acadia National Park, Mount Desert, ME, US",44.3233716667,-68.2711466667,5,"https://www.inaturalist.org/observations/141363211"
"Epilobium coloratum","cinnamon willowherb","2022-10-21","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3628283333,-68.2089783333,15,"https://www.inaturalist.org/observations/139570385"
"Cypripedium acaule","pink lady's slipper","2022-10-12","Mt Desert, ME 04660, USA",44.3177829722,-68.21644,NA,"https://www.inaturalist.org/observations/138575147"
"Danaus plexippus","Monarch","2022-10-12","Bar Harbor, ME, USA",44.3165583333,-68.1980516667,NA,"https://www.inaturalist.org/observations/141186520"
"Toxicodendron radicans","eastern poison ivy","2022-10-12","Mt Desert, ME, USA",44.29818,-68.2111583333,NA,"https://www.inaturalist.org/observations/141226771"
"Epigaea repens","trailing arbutus","2022-10-07","Bar Harbor, ME, USA",44.3761974628,-68.2510827565,2,"https://www.inaturalist.org/observations/137888802"
"Medeola virginiana","Cucumber Root","2022-10-06","Acadia National Park, Bar Harbor, ME, US",44.3670716667,-68.2133166667,579,"https://www.inaturalist.org/observations/137848472"
"Toxicodendron radicans","eastern poison ivy","2022-10-05","Bar Harbor, ME, USA",44.314520813,-68.1905846713,2,"https://www.inaturalist.org/observations/137820838"
"Danaus plexippus","Monarch","2022-10-04","Acadia National Park, Birch Harbor, ME, US",44.3405907322,-68.0603686162,5,"https://www.inaturalist.org/observations/137560896"
"Danaus plexippus","Monarch","2022-10-04","Acadia National Park, Birch Harbor, ME, US",44.3395283333,-68.0451361667,4,"https://www.inaturalist.org/observations/137576401"
"Danaus plexippus","Monarch","2022-10-03","Acadia National Park, Bar Harbor, ME, US",44.325625,-68.1867833333,4,"https://www.inaturalist.org/observations/137471512"
"Toxicodendron radicans","eastern poison ivy","2022-10-01","Bar Harbor, ME, USA",44.3235794317,-68.1867053217,NA,"https://www.inaturalist.org/observations/144230125"
"Chelone glabra","white turtlehead","2022-09-30","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3627414997,-68.2079149,NA,"https://www.inaturalist.org/observations/137023383"
"Solidago flexicaulis","broad-leaved goldenrod","2022-09-28","Mt Desert, ME 04660, USA",44.3349146997,-68.2345389,NA,"https://www.inaturalist.org/observations/137136892"
"Danaus plexippus","Monarch","2022-09-27","Acadia National Park, Bar Harbor, ME, US",44.3286216667,-68.1753216667,4,"https://www.inaturalist.org/observations/137932870"
"Polypodium appalachianum","Appalachian rockcap fern","2022-09-25","Mt Desert, ME 04660, USA",44.324477,-68.3270629722,NA,"https://www.inaturalist.org/observations/136559631"
"Agalinis purpurea","Small-flower False Foxglove","2022-09-23","Hancock County, US-ME, US",44.3954634329,-68.2280084294,NA,"https://www.inaturalist.org/observations/139877983"
"Lysimachia maritima","Sea Milkwort","2022-09-22","Isle Au Haut, Acadia National Park, Knox County, US-ME, US",44.0274589649,-68.6487916299,10,"https://www.inaturalist.org/observations/136116079"
"Danaus plexippus","Monarch","2022-09-21","Acadia National Park, Birch Harbor, ME, US",44.332621864,-68.0604207817,6,"https://www.inaturalist.org/observations/135907478"
"Danaus plexippus","Monarch","2022-09-21","Acadia National Park, Birch Harbor, ME, US",44.3326129206,-68.0604065024,4,"https://www.inaturalist.org/observations/135908582"
"Polypodium appalachianum","Appalachian rockcap fern","2022-09-21","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3121751165,-68.1898938306,5,"https://www.inaturalist.org/observations/135993083"
"Danaus plexippus","Monarch","2022-09-21","Winter Harbor, ME 04693, USA",44.33266307,-68.06009673,9,"https://www.inaturalist.org/observations/136095924"
"Solidago flexicaulis","broad-leaved goldenrod","2022-09-17","Acadia National Park, Bar Harbor, ME, US",44.3483383333,-68.2172166667,4,"https://www.inaturalist.org/observations/135384989"
"Spinulum annotinum","interrupted clubmoss","2022-09-17","Acadia National Park, Mount Desert, ME, US",44.3221666667,-68.3651283333,4,"https://www.inaturalist.org/observations/135440905"
"Capnoides sempervirens","rock harlequin","2022-09-17","Cochrane Point, Acadia National Park, Hancock, Maine, United States",44.380451,-68.2351955833,NA,"https://www.inaturalist.org/observations/139877971"
"Solidago flexicaulis","broad-leaved goldenrod","2022-09-17","Bar Harbor, ME, USA",44.3490238997,-68.1894441,NA,"https://www.inaturalist.org/observations/142570798"
"Polygonatum pubescens","hairy Solomon's-seal","2022-09-17","Bar Harbor, ME, USA",44.3491106,-68.1893410997,NA,"https://www.inaturalist.org/observations/142570800"
"Epigaea repens","trailing arbutus","2022-09-17","Bar Harbor, ME, USA",44.3511109519,-68.1897210232,31,"https://www.inaturalist.org/observations/142616817"
"Danaus plexippus","Monarch","2022-09-17","Bar Harbor, ME, USA",44.3294891839,-68.1822654008,31,"https://www.inaturalist.org/observations/142641582"
"Danaus plexippus","Monarch","2022-09-16","Acadia National Park, Bar Harbor, ME, US",44.3077383333,-68.19223,4,"https://www.inaturalist.org/observations/135275314"
"Danaus plexippus","Monarch","2022-09-14","Acadia National Park, Hancock County, US-ME, US",44.3360805999,-68.0618176811,66,"https://www.inaturalist.org/observations/135034343"
"Danaus plexippus","Monarch","2022-09-12","9 Atterbury Cir, Winter Harbor, ME 04693, USA",44.336171,-68.0595186,182,"https://www.inaturalist.org/observations/134764405"
"Danaus plexippus","Monarch","2022-09-12","9 Atterbury Cir, Winter Harbor, ME 04693, USA",44.336171,-68.0595186,182,"https://www.inaturalist.org/observations/134764410"
"Asclepias syriaca","common milkweed","2022-09-11","Bar Harbor",44.397644043,-68.2095108032,7,"https://www.inaturalist.org/observations/134634108"
"Arisaema triphyllum","Jack-in-the-Pulpit","2022-09-11","Acadia National Park, Bar Harbor, ME, US",44.36213,-68.207925,40,"https://www.inaturalist.org/observations/134644621"
"Danaus plexippus","Monarch","2022-09-06","Thompson Island, Trenton, ME 04605, USA",44.4268926,-68.3655777,386,"https://www.inaturalist.org/observations/133982830"
"Cypripedium acaule","pink lady's slipper","2022-09-06","Acadia National Park, Bar Harbor, ME, US",44.3348833333,-68.1919333333,NA,"https://www.inaturalist.org/observations/134606861"
"Danaus plexippus","Monarch","2022-09-06","Bar Harbor, ME, USA",44.3070779477,-68.1929613847,132,"https://www.inaturalist.org/observations/140719006"
"Epilobium ciliatum","fringed willowherb","2022-09-04","Winter Harbor, ME 04693, USA",44.3322069722,-68.0509639722,NA,"https://www.inaturalist.org/observations/133766616"
"Lysimachia maritima","Sea Milkwort","2022-09-04","Winter Harbor, ME 04693, USA",44.3386369722,-68.053931,NA,"https://www.inaturalist.org/observations/133768029"
"Asclepias syriaca","common milkweed","2022-09-02","Bar Harbor",44.3974914551,-68.2096786499,4,"https://www.inaturalist.org/observations/133326434"
"Danaus plexippus","Monarch","2022-09-02","Acadia National Park, Birch Harbor, ME, US",44.332645,-68.0595695,3,"https://www.inaturalist.org/observations/133824414"
"Actaea pachypoda","white baneberry","2022-09-01","Acadia National Park, Bar Harbor, ME, US",44.3404533333,-68.2380533333,8,"https://www.inaturalist.org/observations/134110425"
"Andropogon gerardi","big bluestem","2022-08-30","Acadia National Park, Bar Harbor, ME, US",44.388925,-68.2278133333,5,"https://www.inaturalist.org/observations/133032795"
"Verbena hastata","blue vervain","2022-08-30","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.320880802,-68.2540594903,4,"https://www.inaturalist.org/observations/133066688"
