"scientific.name","common.name","observed.on","location","listing.status","latitude","longitude","url"
"Falco peregrinus","Peregrine Falcon","1999-09-18","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Fratercula arctica","Atlantic Puffin","2000-05-11","Acadia NP--Sand Beach","state threatened",44.3292206,-68.1822252,NA
"Falco peregrinus","Peregrine Falcon","2000-05-27","Acadia NP--Ship Harbor Trail","state endangered",44.2316668,-68.3256161,NA
"Falco peregrinus","Peregrine Falcon","2000-06-10","Beach Cliffs and Echo Lake ","state endangered",44.317212,-68.3317394,NA
"Falco peregrinus","Peregrine Falcon","2000-06-18","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2000-06-16","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2000-06-16","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2000-06-18","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2000-06-16","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2000-06-18","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Sterna paradisaea","Arctic Tern","2000-07-23","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Fratercula arctica","Atlantic Puffin","2000-07-23","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Falco peregrinus","Peregrine Falcon","2000-07-04","Acadia NP--Jordan Pond House","state endangered",44.3210234,-68.2540226,NA
"Falco peregrinus","Peregrine Falcon","2000-07-24","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2000-07-25","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2000-07-04","Valley Cove Trail ","state endangered",44.3037022,-68.3163986,NA
"Falco peregrinus","Peregrine Falcon","2000-07-03","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2000-07-21","Valley Cove Trail ","state endangered",44.3037022,-68.3163986,NA
"Falco peregrinus","Peregrine Falcon","2000-07-05","Acadia NP--Jordan Pond House","state endangered",44.3210234,-68.2540226,NA
"Alca torda","Razorbill","2000-07-23","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Fratercula arctica","Atlantic Puffin","2000-08-15","Acadia NP--Baker Island","state threatened",44.2414724,-68.1983643,NA
"Falco peregrinus","Peregrine Falcon","2000-08-15","Acadia NP--Baker Island","state endangered",44.2414724,-68.1983643,NA
"Falco peregrinus","Peregrine Falcon","2000-08-28","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Alca torda","Razorbill","2000-08-02","Acadia NP--Otter Point","state threatened",44.3072668,-68.1901217,NA
"Falco peregrinus","Peregrine Falcon","2000-09-22","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2000-09-22","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2001-05-14","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2001-05-26","Acadia NP - Acadia Mountain Trail","state endangered",44.3233568,-68.3243179,NA
"Falco peregrinus","Peregrine Falcon","2001-05-12","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2001-06-06","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2001-06-24","Acadia NP--Long Pond Fire Road","state endangered",44.3287902,-68.3750504,NA
"Falco peregrinus","Peregrine Falcon","2001-06-12","Acadia NP--Seawall Campground","state endangered",44.2433544,-68.3073664,NA
"Falco peregrinus","Peregrine Falcon","2001-06-10","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2001-06-11","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2001-06-20","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2001-06-04","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Fratercula arctica","Atlantic Puffin","2001-07-05","Acadia NP--Seawall Picnic Area","state threatened",44.2373,-68.3025,NA
"Falco peregrinus","Peregrine Falcon","2001-07-02","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2001-07-14","Acadia NP--Sieur de Monts Spring and Wild Gardens","state endangered",44.36181,-68.2079691,NA
"Fratercula arctica","Atlantic Puffin","2001-08-07","Acadia NP--Wonderland Trail","state threatened",44.233752,-68.3198708,NA
"Falco peregrinus","Peregrine Falcon","2001-08-05","Acadia NP--Valley Cove","state endangered",44.3075112,-68.3174376,NA
"Falco peregrinus","Peregrine Falcon","2001-08-28","Acadia NP--Cadillac Mountain","state endangered",44.3534831,-68.2260418,NA
"Falco peregrinus","Peregrine Falcon","2002-05-09","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2002-06-16","Acadia NP--Champlain Mountain","state endangered",44.3508187,-68.194043,NA
"Falco peregrinus","Peregrine Falcon","2002-06-21","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2002-06-17","Acadia NP--Wonderland Trail","state endangered",44.233752,-68.3198708,NA
"Falco peregrinus","Peregrine Falcon","2002-06-17","Acadia NP--Wonderland Trail","state endangered",44.233752,-68.3198708,NA
"Fratercula arctica","Atlantic Puffin","2002-07-03","Bass Harbor Head Lighthouse","state threatened",44.2219221,-68.3371925,NA
"Falco peregrinus","Peregrine Falcon","2002-07-11","Acadia NP--Witch Hole Pond Carriage Path Loop","state endangered",44.3990651,-68.2464695,NA
"Falco peregrinus","Peregrine Falcon","2002-07-01","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2002-07-19","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Fratercula arctica","Atlantic Puffin","2002-08-16","Acadia NP--Baker Island","state threatened",44.2414724,-68.1983643,NA
"Falco peregrinus","Peregrine Falcon","2002-08-05","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Nycticorax nycticorax","Black-crowned Night Heron","2002-09-20","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Bucephala islandica","Barrow's Goldeneye","2003-01-05","Acadia NP (please use more specific location if possible)","state threatened",44.3385984,-68.2733291,NA
"Histrionicus histrionicus","Harlequin Duck","2003-02-01","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Histrionicus histrionicus","Harlequin Duck","2003-04-20","Acadia NP (please use more specific location if possible)","state threatened",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2003-04-21","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2003-04-30","Acadia NP--Schooner Head Overlook","state endangered",44.3396485,-68.1772259,NA
"Falco peregrinus","Peregrine Falcon","2003-04-18","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Alca torda","Razorbill","2003-04-19","Acadia NP (please use more specific location if possible)","state threatened",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2003-05-21","Acadia NP--Cadillac Mountain South Ridge Trail","state endangered",44.3437372,-68.229879,NA
"Falco peregrinus","Peregrine Falcon","2003-05-22","Acadia NP--West Ledge Trail","state endangered",44.2921561,-68.3870116,NA
"Falco peregrinus","Peregrine Falcon","2003-05-24","Valley Cove Trail ","state endangered",44.3037022,-68.3163986,NA
"Falco peregrinus","Peregrine Falcon","2003-05-26","Acadia NP--Jordan Pond Path","state endangered",44.3242409,-68.2499805,NA
"Sterna paradisaea","Arctic Tern","2003-06-11","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Fratercula arctica","Atlantic Puffin","2003-06-11","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Falco peregrinus","Peregrine Falcon","2003-06-09","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2003-06-30","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2003-06-12","Acadia NP--Park Loop Road","state endangered",44.3469312,-68.1873322,NA
"Falco peregrinus","Peregrine Falcon","2003-06-09","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2003-06-12","Acadia NP--Park Loop Road","state endangered",44.3469312,-68.1873322,NA
"Falco peregrinus","Peregrine Falcon","2003-06-09","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2003-06-28","Acadia NP--Big Heath","state endangered",44.2364059,-68.3198547,NA
"Falco peregrinus","Peregrine Falcon","2003-06-10","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2003-06-09","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2003-06-27","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2003-06-18","Acadia NP--Park Loop Road","state endangered",44.3469312,-68.1873322,NA
"Falco peregrinus","Peregrine Falcon","2003-06-10","Acadia NP--Schoodic Peninsula","state endangered",44.3403019,-68.0582428,NA
"Falco peregrinus","Peregrine Falcon","2003-06-18","Acadia NP--Park Loop Road","state endangered",44.3469312,-68.1873322,NA
"Alca torda","Razorbill","2003-06-11","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Fratercula arctica","Atlantic Puffin","2003-07-20","Acadia NP--Bar Island","state threatened",44.3985285,-68.2063437,NA
"Falco peregrinus","Peregrine Falcon","2003-07-26","Acadia National Park","state endangered",44.3385447,-68.2732594,NA
"Falco peregrinus","Peregrine Falcon","2003-07-26","Acadia National Park","state endangered",44.3385447,-68.2732594,NA
"Falco peregrinus","Peregrine Falcon","2003-07-11","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2003-07-21","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2003-07-31","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2003-07-23","Acadia National Park","state endangered",44.3313078,-68.1847104,NA
"Falco peregrinus","Peregrine Falcon","2003-07-16","Precipice Trail, Champlain Mtn, ME","state endangered",44.349396,-68.187836,NA
"Falco peregrinus","Peregrine Falcon","2003-08-05","Acadia NP--Penobscot Mountain","state endangered",44.3329687,-68.2666183,NA
"Falco peregrinus","Peregrine Falcon","2003-08-27","Acadia NP--Cadillac Mountain","state endangered",44.3534831,-68.2260418,NA
"Falco peregrinus","Peregrine Falcon","2003-09-06","Acadia NP--Cadillac Mountain","state endangered",44.3534831,-68.2260418,NA
"Falco peregrinus","Peregrine Falcon","2003-09-11","Acadia NP--Cadillac Mountain","state endangered",44.3534831,-68.2260418,NA
"Histrionicus histrionicus","Harlequin Duck","2004-03-13","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2004-05-01","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2004-06-09","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2004-06-08","Acadia National Park--Mount Desert Island","state endangered",44.3213919,-68.2353973,NA
"Falco peregrinus","Peregrine Falcon","2004-06-09","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2004-06-30","Acadia NP - East","state endangered",44.3462309,-68.2608684,NA
"Falco peregrinus","Peregrine Falcon","2004-06-30","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Sterna paradisaea","Arctic Tern","2004-07-25","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Sterna paradisaea","Arctic Tern","2004-07-25","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Fratercula arctica","Atlantic Puffin","2004-07-25","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Chlidonias niger","Black Tern","2004-07-25","Acadia NP--Schoodic Peninsula","state endangered",44.3403019,-68.0582428,NA
"Chlidonias niger","Black Tern","2004-07-25","Acadia NP--Schoodic Peninsula","state endangered",44.3403019,-68.0582428,NA
"Falco peregrinus","Peregrine Falcon","2004-07-07","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2004-07-21","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2004-07-11","Acadia NP--Otter Point","state endangered",44.3072668,-68.1901217,NA
"Falco peregrinus","Peregrine Falcon","2004-07-20","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
