"common.name","scientific.name","observed.on","place.guess","latitude","longitude","positional.accuracy","url","cat"
"great mullein","Verbascum thapsus","2023-07-23","Acadia National Park, Southwest Harbor, ME, US",44.3159166667,-68.3396216667,42,"https://www.inaturalist.org/observations/174977236","All observations"
"rugosa rose","Rosa rugosa","2023-07-22","Winter Harbor, ME 04693, USA",44.33814332,-68.04867174,6,"https://www.inaturalist.org/observations/174486392","All observations"
"rugosa rose","Rosa rugosa","2023-07-21","Acadia National Park, Birch Harbor, ME, US",44.3427383333,-68.06005,4,"https://www.inaturalist.org/observations/174186162","All observations"
"rugosa rose","Rosa rugosa","2023-07-21","Acadia National Park, Birch Harbor, ME, US",44.3364975147,-68.0567575352,4,"https://www.inaturalist.org/observations/174186341","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2023-07-21","Bar Harbor, ME, USA",44.3584972222,-68.2067944444,4,"https://www.inaturalist.org/observations/198762276","All observations"
"purple crownvetch","Securigera varia","2023-07-19","Hancock County, US-ME, US",44.3411026001,-68.293838501,35927,"https://www.inaturalist.org/observations/173809790","All observations"
"rugosa rose","Rosa rugosa","2023-07-19","Acadia National Park, Southwest Harbor, ME, US",44.2294966667,-68.3129666667,3,"https://www.inaturalist.org/observations/173866043","All observations"
"purple crownvetch","Securigera varia","2023-07-19","Acadia National Park, Bar Harbor, ME, US",44.3533540173,-68.2237618325,69,"https://www.inaturalist.org/observations/173876095","All observations"
"rugosa rose","Rosa rugosa","2023-07-19","Acadia National Park, Bar Harbor, ME, US",44.32172,-68.1886533333,4,"https://www.inaturalist.org/observations/173986717","All observations"
"purple crownvetch","Securigera varia","2023-07-19","Acadia National Park, Bar Harbor, ME, US",44.3274583333,-68.1854083333,5,"https://www.inaturalist.org/observations/173986981","All observations"
"bittersweet nightshade","Solanum dulcamara","2023-07-18","Bar Harbor, ME 04609, USA",44.3295338518,-68.1838415936,38,"https://www.inaturalist.org/observations/173602049","All observations"
"rugosa rose","Rosa rugosa","2023-07-18","Acadia National Park, Bar Harbor, ME, US",44.32785,-68.1749416667,4,"https://www.inaturalist.org/observations/173623832","All observations"
"bittersweet nightshade","Solanum dulcamara","2023-07-18","Acadia National Park, Bar Harbor, ME, US",44.3933343287,-68.2627991026,36696,"https://www.inaturalist.org/observations/175847881","All observations"
"Browntail Moth","Euproctis chrysorrhoea","2023-07-16","Acadia National Park, Birch Harbor, ME, US",44.3385745492,-68.0629390106,7,"https://www.inaturalist.org/observations/173184667","All observations"
"rugosa rose","Rosa rugosa","2023-07-16","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2283361671,-68.3112095259,199,"https://www.inaturalist.org/observations/173257183","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2023-07-16","Bar Harbor",44.3976135254,-68.2093963623,4,"https://www.inaturalist.org/observations/173281752","All observations"
"colt's-foot","Tussilago farfara","2023-07-16","Gouldsboro, ME 04613, USA",44.37641821,-68.04281043,9,"https://www.inaturalist.org/observations/173310932","All observations"
"bittersweet nightshade","Solanum dulcamara","2023-07-15","Skillings River, Bar Harbor, ME, US",44.3420481034,-68.1774773239,78,"https://www.inaturalist.org/observations/173216385","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2023-07-14","Acadia National Park, Bar Harbor, ME, US",44.3586083333,-68.2066283333,4,"https://www.inaturalist.org/observations/172912795","All observations"
"bird's-foot trefoil","Lotus corniculatus","2023-07-12","Birch Harbor",44.3374938965,-68.0597763062,35,"https://www.inaturalist.org/observations/172511840","All observations"
"bird's-foot trefoil","Lotus corniculatus","2023-07-12","Acadia National Park, Hancock County, US-ME, US",44.3376159668,-68.0596008301,37,"https://www.inaturalist.org/observations/172513409","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2023-07-12","Bar Harbor, ME 04609, USA",44.39746385,-68.20980205,3,"https://www.inaturalist.org/observations/172519768","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2023-07-12","Bar Harbor, ME 04609, USA",44.39766538,-68.20904955,3,"https://www.inaturalist.org/observations/172519990","All observations"
"rugosa rose","Rosa rugosa","2023-07-11","Parc National d'Acadie, Southwest Harbor, ME, US",44.2280512156,-68.3213189455,1599,"https://www.inaturalist.org/observations/172760017","All observations"
"rugosa rose","Rosa rugosa","2023-07-10","Southwest Harbor, ME 04679, USA",44.23697213,-68.30297022,9,"https://www.inaturalist.org/observations/172181894","All observations"
"purple crownvetch","Securigera varia","2023-07-10","Winter Harbor, ME 04693, USA",44.3652227,-68.0484143,8,"https://www.inaturalist.org/observations/173310700","All observations"
"rugosa rose","Rosa rugosa","2023-07-09","Birch Harbor",44.3365936279,-68.0568466187,78,"https://www.inaturalist.org/observations/171940589","All observations"
"rugosa rose","Rosa rugosa","2023-07-09","Acadia National Park, Bar Harbor, ME, US",44.32053,-68.1890633333,4,"https://www.inaturalist.org/observations/172239507","All observations"
"great mullein","Verbascum thapsus","2023-07-08","Winter Harbor, ME 04693, USA",44.37518578,-68.06959179,6,"https://www.inaturalist.org/observations/173310187","All observations"
"purple crownvetch","Securigera varia","2023-07-07","Acadia National Park, Hancock County, US-ME, US",44.3801574707,-68.0666503906,56,"https://www.inaturalist.org/observations/171561075","All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2023-07-06","Acadia National Park, Mount Desert, ME, US",44.3208783333,-68.2522583333,15,"https://www.inaturalist.org/observations/171432146","All observations"
"purple crownvetch","Securigera varia","2023-07-06","Bar Harbor, ME 04609, USA",44.3526633997,-68.2263319997,NA,"https://www.inaturalist.org/observations/171470946","All observations"
"common heather","Calluna vulgaris","2023-07-04","Acadia National Park, Mount Desert, ME, US",44.3208734104,-68.3172640723,177,"https://www.inaturalist.org/observations/171138794","All observations"
"rugosa rose","Rosa rugosa","2023-07-04","Acadia National Park, Southwest Harbor, ME, US",44.2295033333,-68.3129416667,8,"https://www.inaturalist.org/observations/171766781","All observations"
"rugosa rose","Rosa rugosa","2023-07-03","Mount Desert Island, Bar Harbor, ME, US",44.3081033333,-68.1931,3,"https://www.inaturalist.org/observations/173568640","All observations"
"purple crownvetch","Securigera varia","2023-07-01","Acadia National Park, Bar Harbor, ME, US",44.3263716667,-68.1863033333,10,"https://www.inaturalist.org/observations/170838743","All observations"
"purple crownvetch","Securigera varia","2023-06-30","Birch Harbor, ME, US",44.3747166667,-68.0688555,4,"https://www.inaturalist.org/observations/170302511","All observations"
"Dyer's Greenweed","Genista tinctoria","2023-06-30","Southwest Harbor, ME 04679, USA",44.2848888889,-68.3470638889,NA,"https://www.inaturalist.org/observations/170348432","All observations"
"rugosa rose","Rosa rugosa","2023-06-30","Acadia National Park, Bar Harbor, ME, US",44.3229129334,-68.1874657214,176,"https://www.inaturalist.org/observations/170363041","All observations"
"rugosa rose","Rosa rugosa","2023-06-29","Acadia National Park, Bar Harbor, ME, US",44.3810254,-68.23047445,7897,"https://www.inaturalist.org/observations/170193512","All observations"
"purple crownvetch","Securigera varia","2023-06-29","Acadia National Park, Bar Harbor, ME, US",44.32745,-68.1852633333,5,"https://www.inaturalist.org/observations/170328653","All observations"
"rugosa rose","Rosa rugosa","2023-06-29","Bar Harbor, ME, USA",44.3291603284,-68.1803548205,31,"https://www.inaturalist.org/observations/171159399","All observations"
"rugosa rose","Rosa rugosa","2023-06-29","Bar Harbor, ME, USA",44.3290392051,-68.1802326094,2,"https://www.inaturalist.org/observations/171159431","All observations"
"rugosa rose","Rosa rugosa","2023-06-28","Acadia National Park, Birch Harbor, ME, US",44.332845728,-68.0615150091,3,"https://www.inaturalist.org/observations/169949037","All observations"
"bittersweet nightshade","Solanum dulcamara","2023-06-28","Bar Harbor, ME 04609, USA",44.3075055556,-68.1934888889,NA,"https://www.inaturalist.org/observations/170000968","All observations"
"glossy buckthorn","Frangula alnus","2023-06-27","Acadia National Park, Bar Harbor, ME, US",44.3635360802,-68.2094114446,4,"https://www.inaturalist.org/observations/169777335","All observations"
"purple crownvetch","Securigera varia","2023-06-27","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.36937664,-68.21052743,8,"https://www.inaturalist.org/observations/169823059","All observations"
"Alsike clover","Trifolium hybridum","2023-06-27","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3687627622,-68.2116134271,1046,"https://www.inaturalist.org/observations/169824969","All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2023-06-27","Acadia National Park, Hancock County, US-ME, US",44.3713172805,-68.2109696232,6,"https://www.inaturalist.org/observations/169825151","All observations"
"Alsike clover","Trifolium hybridum","2023-06-27","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3686995097,-68.2116067332,4,"https://www.inaturalist.org/observations/169828648","All observations"
"rugosa rose","Rosa rugosa","2023-06-27","Acadia National Park, Southwest Harbor, ME, US",44.22912,-68.3124783333,4,"https://www.inaturalist.org/observations/169838184","All observations"
"purple crownvetch","Securigera varia","2023-06-26","Acadia National Park, Bar Harbor, ME, US",44.3272366667,-68.1856533333,4,"https://www.inaturalist.org/observations/169682313","All observations"
"rugosa rose","Rosa rugosa","2023-06-26","Acadia National Park, Bar Harbor, ME, US",44.3248466667,-68.1866916667,6,"https://www.inaturalist.org/observations/169682473","All observations"
"rugosa rose","Rosa rugosa","2023-06-26","Acadia National Park, Birch Harbor, ME, US",44.3665383333,-68.0596861667,9060,"https://www.inaturalist.org/observations/169691407","All observations"
"rugosa rose","Rosa rugosa","2023-06-25","9 Schoodic Shores, Winter Harbor, ME 04693, USA",44.3373734997,-68.0593197048,31,"https://www.inaturalist.org/observations/169440603","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2023-06-25","Bar Harbor, ME 04609, USA",44.3586805556,-68.2061555556,NA,"https://www.inaturalist.org/observations/169496743","All observations"
"rugosa rose","Rosa rugosa","2023-06-25","Southwest Harbor, ME 04679, USA",44.2368916667,-68.3030416667,NA,"https://www.inaturalist.org/observations/169508950","All observations"
"Norway maple","Acer platanoides","2023-06-25","Acadia National Park, Bar Harbor, ME, US",44.3984,-68.204855,4,"https://www.inaturalist.org/observations/169522037","All observations"
"bittersweet nightshade","Solanum dulcamara","2023-06-25","Acadia National Park, Birch Harbor, ME, US",44.332795,-68.0607305,4,"https://www.inaturalist.org/observations/169864310","All observations"
"rugosa rose","Rosa rugosa","2023-06-25","Winter Harbor, ME 04693, USA",44.3386885,-68.0524113,NA,"https://www.inaturalist.org/observations/169932284","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2023-06-24","Acadia National Park, Bar Harbor, ME, US",44.3975923987,-68.20951358,4,"https://www.inaturalist.org/observations/169177174","All observations"
"Norway maple","Acer platanoides","2023-06-24","Mount Desert Island, Bar Harbor, ME, US",44.373875,-68.197425,5,"https://www.inaturalist.org/observations/169285848","All observations"
"purple crownvetch","Securigera varia","2023-06-24","Bar Harbor, ME, USA",44.3582846845,-68.2074622415,634,"https://www.inaturalist.org/observations/171108321","All observations"
"rugosa rose","Rosa rugosa","2023-06-23","Bar Harbor, ME 04609, USA",44.36088653,-68.23367328,5,"https://www.inaturalist.org/observations/169022027","All observations"
"Oriental bittersweet","Celastrus orbiculatus","2023-06-23","Acadia National Park, Bar Harbor, ME, US",44.36987,-68.2129833333,6,"https://www.inaturalist.org/observations/169207006","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2023-06-22","Southwest Harbor, ME 04679, USA",44.29912,-68.3113129722,NA,"https://www.inaturalist.org/observations/168916554","All observations"
"rugosa rose","Rosa rugosa","2023-06-22","Bar Harbor, ME 04609, USA",44.3209055556,-68.1894222222,NA,"https://www.inaturalist.org/observations/168927877","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2023-06-21","Acadia National Park, Bar Harbor, ME, US",44.3746633333,-68.2586883333,35,"https://www.inaturalist.org/observations/168729981","All observations"
"Browntail Moth","Euproctis chrysorrhoea","2023-06-21","Acadia National Park, Bar Harbor, ME, US",44.3624833333,-68.2080616667,3,"https://www.inaturalist.org/observations/168937814","All observations"
"rugosa rose","Rosa rugosa","2023-06-21","Bass Harbor, ME 04653, USA",44.22199546,-68.33742452,7,"https://www.inaturalist.org/observations/170719188","All observations"
"rugosa rose","Rosa rugosa","2023-06-20","Sand Beach, Bar Harbor, ME, US",44.328955,-68.1841666667,4,"https://www.inaturalist.org/observations/168701407","All observations"
"rugosa rose","Rosa rugosa","2023-06-19","Acadia National Park, Hancock County, US-ME, US",44.2384643555,-68.3015060425,1987,"https://www.inaturalist.org/observations/168413416","All observations"
"rugosa rose","Rosa rugosa","2023-06-19","Acadia National Park, Bar Harbor, ME, US",44.3190533333,-68.1900633333,5,"https://www.inaturalist.org/observations/168475834","All observations"
"rugosa rose","Rosa rugosa","2023-06-18","Acadia National Park, Bar Harbor, ME, US",44.3174034963,-68.1990460307,3,"https://www.inaturalist.org/observations/168103599","All observations"
"bird's-foot trefoil","Lotus corniculatus","2023-06-18","Acadia National Park, Bass Harbor, ME, US",44.239555,-68.30185,4,"https://www.inaturalist.org/observations/169199489","All observations"
