"common.name","scientific.name","observed.on","place.guess","latitude","longitude","cat"
"common milkweed","Asclepias syriaca","2018-07-22","65 Acadia Dr, Winter Harbor, ME 04693, USA",44.3353763955,-68.0607929081,"All observations"
"Wood Lily","Lilium philadelphicum","2018-07-20","Acadia National Park, Mount Desert, ME, US",44.3391847657,-68.2650491657,"All observations"
"common milkweed","Asclepias syriaca","2018-07-20","Acadia National Park, Bar Harbor, ME, US",44.3975866667,-68.2098216667,"All observations"
"purple crownvetch","Securigera varia","2018-07-19","Alvey Dr, Winter Harbor, ME 04693, USA",44.33940995,-68.05954323,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-19","Alvey Dr, Winter Harbor, ME 04693, USA",44.3392857,-68.05956451,"All observations"
"purple crownvetch","Securigera varia","2018-07-19","Acadia National Park, Birch Harbor, ME, US",44.3377716667,-68.0601721667,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-18","Acadia National Park, Hancock County, US-ME, US",44.3368818,-68.05957171,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-18","Acadia National Park, Hancock County, US-ME, US",44.3369575963,-68.0596159213,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-18","Acadia National Park, Birch Harbor, ME, US",44.3372137472,-68.0598185957,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-18","Acadia National Park, Birch Harbor, ME, US",44.3369613681,-68.0598941167,"All observations"
"Wood Lily","Lilium philadelphicum","2018-07-16","Acadia National Park, Mount Desert, ME, US",44.332905,-68.2665466667,"All observations"
"common milkweed","Asclepias syriaca","2018-07-15","Acadia National Park, Mount Desert, ME, US",44.3203839953,-68.2534051015,"All observations"
"Wood Lily","Lilium philadelphicum","2018-07-14","Acadia National Park, Mount Desert, ME, US",44.3430007713,-68.2724463974,"All observations"
"common milkweed","Asclepias syriaca","2018-07-13","Acadia National Park, Birch Harbor, ME, US",44.3368842542,-68.0618295541,"All observations"
"purple crownvetch","Securigera varia","2018-07-13","Acadia National Park, Birch Harbor, ME, US",44.338975,-68.0609805,"All observations"
"Roseroot","Rhodiola rosea","2018-07-12","Acadia National Park, Birch Harbor, ME, US",44.3357716667,-68.0666055,"All observations"
"Monarch","Danaus plexippus","2018-07-12","Acadia National Park, Birch Harbor, ME, US",44.3363883333,-68.0617971667,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-11","Acadia National Park, Birch Harbor, ME, US",44.3373017572,-68.0598329288,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-11","Acadia National Park, Hancock County, US-ME, US",44.3371963129,-68.0597558991,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-11","13 Jacobson Dr, Winter Harbor, ME 04693, USA",44.33720219,-68.05983914,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-11","Acadia National Park, Hancock County, US-ME, US",44.33727082,-68.05972748,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-11","Acadia National Park, Birch Harbor, ME, US",44.3372166667,-68.0597695,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-11","Acadia National Park, Birch Harbor, ME, US",44.3372904836,-68.0598710664,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-11","13 Jacobson Dr, Winter Harbor, ME 04693, USA",44.33723415,-68.05981116,"All observations"
"common milkweed","Asclepias syriaca","2018-07-05","Acadia National Park, Birch Harbor, ME, US",44.3367283333,-68.0618971667,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-05","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3204163714,-68.2539980394,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-06-30","2–66 Fairview Dr, Birch Harbor, ME, US",44.38027,-68.0673138333,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-06-30","Acadia National Park, Birch Harbor, ME, US",44.3389666667,-68.06115,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2018-06-30","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2329579173,-68.3193543368,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2018-06-30","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.23274834,-68.31853194,"All observations"
"Sea Milkwort","Lysimachia maritima","2018-06-29","Acadia National Park, Birch Harbor, ME, US",44.340660302,-68.0660548993,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-06-29","Acadia National Park, Bar Harbor, ME, US",44.3743333333,-68.259545,"All observations"
"Roseroot","Rhodiola rosea","2018-06-23","Winter Harbor, ME, USA",44.33267727,-68.05113082,"All observations"
"Roseroot","Rhodiola rosea","2018-06-23","Acadia National Park, Birch Harbor, ME, US",44.3357666667,-68.0665805,"All observations"
"common milkweed","Asclepias syriaca","2018-06-19","Acadia National Park, Bar Harbor, ME, US",44.3975295416,-68.209887985,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2018-06-18","Acadia National Park",44.231217,-68.324109,"All observations"
"Roseroot","Rhodiola rosea","2018-06-18","Acadia National Park",44.362806,-68.207335,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2018-06-17","Acadia National Park, Southwest Harbor, ME, US",44.2326601502,-68.3185457346,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-06-14","Alvey Dr, Winter Harbor, ME 04693, USA",44.33919748,-68.05963021,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2018-06-10","Acadia National Park, Isle au Haut, ME, US",44.0398528333,-68.6431416667,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2018-06-06","Acadia National Park, Southwest Harbor, ME, US",44.2326883333,-68.3185366667,"All observations"
"Roseroot","Rhodiola rosea","2018-06-03","Acadia National Park, Birch Harbor, ME, US",44.3355633333,-68.0664445,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2018-06-02","Acadia National Park, Southwest Harbor, ME, US",44.2269133333,-68.320795,"All observations"
"Roseroot","Rhodiola rosea","2018-06-02","04613, Birch Harbor, ME, US",44.332771442,-68.0626825113,"All observations"
"rock harlequin","Capnoides sempervirens","2018-06-01","Acadia National Park, Bar Harbor, ME, US",44.4085796247,-68.2452560975,"All observations"
"pink lady's slipper","Cypripedium acaule","2018-05-31","Acadia National Park, Mount Desert, ME, US",44.328255,-68.2202216667,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2018-05-30","Acadia National Park, Southwest Harbor, ME, US",44.23882,-68.30182,"All observations"
"pink lady's slipper","Cypripedium acaule","2018-05-28","Mt Desert, ME, USA",44.3225724332,-68.2183207737,"All observations"
"common milkweed","Asclepias syriaca","2018-05-24","Acadia National Park, Birch Harbor, ME, US",44.33713,-68.0618055,"All observations"
"Monarch","Danaus plexippus","2017-11-01","9 Atterbury Cir, Winter Harbor, ME 04693, USA",44.3379743,-68.060098,"All observations"
"white turtlehead","Chelone glabra","2017-10-21","Acadia National Park, Bar Harbor, ME, US",44.3627088564,-68.2077954803,"All observations"
"Monarch","Danaus plexippus","2017-10-21","Acadia National Park, Tremont, ME, US",44.2222580407,-68.3376037516,"All observations"
"Monarch","Danaus plexippus","2017-09-26","Acadia National Park, Birch Harbor, ME, US",44.3364333333,-68.0621028333,"All observations"
"Yellow-banded Bumble Bee","Bombus terricola","2017-09-23","Bar Harbor, ME, USA",44.3761404792,-68.2448387146,"All observations"
"common milkweed","Asclepias syriaca","2017-09-21","Musetti Dr, Winter Harbor, ME, US",44.3370333133,-68.0618525791,"All observations"
"common milkweed","Asclepias syriaca","2017-09-21","Musetti Dr, Winter Harbor, ME, US",44.337164875,-68.0617850042,"All observations"
"common milkweed","Asclepias syriaca","2017-09-21","Musetti Dr, Winter Harbor, ME, US",44.3370601046,-68.0618717766,"All observations"
"common milkweed","Asclepias syriaca","2017-09-21","Musetti Dr, Winter Harbor, ME, US",44.3371461861,-68.061819221,"All observations"
"common milkweed","Asclepias syriaca","2017-09-21","Acadia National Park, Hancock County, US-ME, US",44.3370810182,-68.0618535574,"All observations"
"common milkweed","Asclepias syriaca","2017-09-21","Acadia National Park, Hancock County, US-ME, US",44.3371165685,-68.0618152556,"All observations"
"common milkweed","Asclepias syriaca","2017-09-21","Acadia National Park, Hancock County, US-ME, US",44.3370363231,-68.0618440605,"All observations"
"red pine","Pinus resinosa","2017-09-21","Rock End Way, Bar Harbor, ME, US",44.3609416667,-68.2693033333,"All observations"
"Monarch","Danaus plexippus","2017-09-20","Acadia National Park, Winter Harbor, ME, US",44.3371166667,-68.0618278333,"All observations"
"yellow screwstem","Bartonia virginica","2017-09-20","Mt Desert, ME, USA",44.342143445,-68.2729053497,"All observations"
"flat-topped goldenrod","Euthamia graminifolia","2017-09-19","28 Musetti Dr, Winter Harbor, ME 04693, USA",44.3364523,-68.06192238,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2017-09-19","13–49 Musetti Dr, Winter Harbor, ME, US",44.3366471306,-68.0618513749,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2017-09-19","Acadia National Park, Hancock County, US-ME, US",44.3366253,-68.06229594,"All observations"
"Roseroot","Rhodiola rosea","2017-09-18","Schoodic Point, Winter Harbor, ME 04693, USA",44.3323493,-68.0610361,"All observations"
"Monarch","Danaus plexippus","2017-09-13","64 Acadia Dr, Winter Harbor, ME, US",44.3351543555,-68.0609338079,"All observations"
"white baneberry","Actaea pachypoda","2017-09-07","Valley Cove Trl, Mount Desert, ME, US",44.3114206672,-68.3183317231,"All observations"
"common milkweed","Asclepias syriaca","2017-08-30","Musetti Dr, Winter Harbor, ME, US",44.3370866667,-68.0618833333,"All observations"
"Monarch","Danaus plexippus","2017-08-26","Baker Island, ME, USA",44.245025,-68.2024472222,"All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2017-08-25","Acadia National Park, Hancock County, US-ME, US",44.336652956,-68.0629805849,"All observations"
"Monarch","Danaus plexippus","2017-08-25","1–99 Schoodic Shores Dr, Winter Harbor, ME, US",44.3382656421,-68.0591612282,"All observations"
"Cucumber Root","Medeola virginiana","2017-08-23","Valley Trl, Southwest Harbor, ME, US",44.3124966667,-68.3431333333,"All observations"
"Monarch","Danaus plexippus","2017-08-07","40–98 Jacobson Dr, Winter Harbor, ME, US",44.3395283333,-68.0608445,"All observations"
"Virginia meadowbeauty","Rhexia virginica","2017-08-07","25 Visitor Center Rd, Bar Harbor, ME, US",44.4066681968,-68.2517562844,"All observations"
"purple crownvetch","Securigera varia","2017-08-07","Alvey Dr, Winter Harbor, ME 04693, USA",44.33920964,-68.05951942,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2017-08-07","Alvey Dr, Winter Harbor, ME 04693, USA",44.33945228,-68.06041721,"All observations"
"eastern poison ivy","Toxicodendron radicans","2017-08-01","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.3360577571,-68.0573988241,"All observations"
"Monarch","Danaus plexippus","2017-07-31","Winter Harbor, ME, USA",44.3363417862,-68.0617897511,"All observations"
"Monarch","Danaus plexippus","2017-07-31","Winter Harbor, ME, USA",44.3364466197,-68.0618079901,"All observations"
"Wood Lily","Lilium philadelphicum","2017-07-28","Acadia National Park, Mount Desert, ME, US",44.3430116667,-68.2732866667,"All observations"
"common milkweed","Asclepias syriaca","2017-07-23","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3203120586,-68.253640635,"All observations"
"Monarch","Danaus plexippus","2017-07-22","Bar Harbor, Maine, États-Unis",44.3541551876,-68.2200980154,"All observations"
"Monarch","Danaus plexippus","2017-07-18","Musetti Dr, Winter Harbor, ME, US",44.3370271546,-68.0619308068,"All observations"
"western poison ivy","Toxicodendron rydbergii","2017-07-12","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.3357466627,-68.0571466964,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2017-07-12","25 Jacobson Dr, Winter Harbor, ME, US",44.3377266359,-68.0600511935,"All observations"
"American fly-honeysuckle","Lonicera canadensis","2017-07-12","Acadia National Park, Hancock County, US-ME, US",44.34144866,-68.05983255,"All observations"
"Monarch","Danaus plexippus","2017-07-03","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.3388969591,-68.0464751926,"All observations"
"Roseroot","Rhodiola rosea","2017-07-03","Arey Cove Rd, Winter Harbor, ME 04693, USA",44.3323367242,-68.061468824,"All observations"
"Roseroot","Rhodiola rosea","2017-06-30","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.3331469316,-68.0626193248,"All observations"
"pink lady's slipper","Cypripedium acaule","2017-06-30","Winter Harbor, ME, USA",44.3389387521,-68.0592352152,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2017-06-28","39–99 Jacobson Dr, Winter Harbor, ME, US",44.339287933,-68.0612671562,"All observations"
"purple crownvetch","Securigera varia","2017-06-26","Beachcroft Path Trl, Bar Harbor, ME, US",44.358485844,-68.2068665978,"All observations"
"common milkweed","Asclepias syriaca","2017-06-15","14–48 Musetti Dr, Winter Harbor, ME, US",44.3367333444,-68.0620220731,"All observations"
"pink lady's slipper","Cypripedium acaule","2017-06-04","ME-198, Mt Desert, ME 04660, USA",44.3131120414,-68.286969512,"All observations"
"pink lady's slipper","Cypripedium acaule","2017-06-03","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2316476582,-68.3152995911,"All observations"
"painted trillium","Trillium undulatum","2017-06-02","Bar Harbor, ME, USA",44.3778528493,-68.2443891764,"All observations"
"Roseroot","Rhodiola rosea","2017-05-27","Winter Harbor, ME, USA",44.3483496139,-68.0584509783,"All observations"
"marsh marigold","Caltha palustris","2017-05-25","Bar Harbor, ME, USA",44.3627966667,-68.20806,"All observations"
"sessile bellwort","Uvularia sessilifolia","2017-05-25","Bar Harbor, ME, USA",44.3625283333,-68.2078733333,"All observations"
"Monarch","Danaus plexippus","2016-10-19","Acadia National Park, Winter Harbor, ME, US",44.3358833333,-68.0614388333,"All observations"
"red pine","Pinus resinosa","2016-10-12","Bar Harbor, ME",44.4045677185,-68.2472076416,"All observations"
"eastern poison ivy","Toxicodendron radicans","2016-10-09","Acadia National Park, Bar Harbor, ME, US",44.3232833333,-68.1865533333,"All observations"
"western poison ivy","Toxicodendron rydbergii","2016-10-05","Acadia National Park, Bar Harbor, ME, US",44.390579019,-68.2262046481,"All observations"
"eastern poison ivy","Toxicodendron radicans","2016-10-04","Acadia National Park, Hancock County, US-ME, US",44.3360764161,-68.0591406414,"All observations"
"Monarch","Danaus plexippus","2016-10-01","Acadia National Park, Bar Harbor, ME, US",44.3291966667,-68.1821583333,"All observations"
"Monarch","Danaus plexippus","2016-09-30","Acadia National Park, Winter Harbor, ME, US",44.3360866667,-68.0664138333,"All observations"
"Monarch","Danaus plexippus","2016-09-21","Winter Harbor, ME, USA",44.3376490048,-68.0615553261,"All observations"
"broad-leaved cattail","Typha latifolia","2016-09-15","Acadia National Park, Winter Harbor, ME, US",44.3390761289,-68.062161762,"All observations"
"common milkweed","Asclepias syriaca","2016-09-13","Acadia National Park, Winter Harbor, ME, US",44.3351997179,-68.0613512841,"All observations"
"Monarch","Danaus plexippus","2016-09-13","Acadia National Park, Bar Harbor, ME, US",44.3501783236,-68.22998,"All observations"
"Monarch","Danaus plexippus","2016-09-12","Winter Harbor, ME, USA",44.3443148741,-68.056730032,"All observations"
"red pine","Pinus resinosa","2016-08-31","Acadia National Park, Mount Desert, ME, US",44.3311640667,-68.2898709085,"All observations"
"Tufted Bulrush","Trichophorum cespitosum","2016-08-31","Acadia National Park, Mount Desert, ME, US",44.3425696576,-68.275212301,"All observations"
"Monarch","Danaus plexippus","2016-08-29","Winter Harbor, ME, USA",44.3371382152,-68.061780631,"All observations"
"interrupted clubmoss","Spinulum annotinum","2016-08-27","Maine, USA",44.3385559,-68.2733346,"All observations"
"Monarch","Danaus plexippus","2016-08-16","Winter Harbor, ME, USA",44.3351789836,-68.0603327751,"All observations"
"Monarch","Danaus plexippus","2016-08-05","Acadia National Park, Winter Harbor, ME, US",44.337075,-68.0618971667,"All observations"
"purple crownvetch","Securigera varia","2016-08-01","Acadia National Park, Winter Harbor, ME, US",44.3378666667,-68.0602278333,"All observations"
"Monarch","Danaus plexippus","2016-08-01","Acadia National Park, Winter Harbor, ME, US",44.33623,-68.0617528333,"All observations"
"purple crownvetch","Securigera varia","2016-07-25","Acadia National Park, Winter Harbor, ME, US",44.3356533333,-68.0596555,"All observations"
"Monarch","Danaus plexippus","2016-07-24","Acadia National Park, Winter Harbor, ME, US",44.3364216667,-68.0617833333,"All observations"
"Monarch","Danaus plexippus","2016-07-24","Acadia National Park, Winter Harbor, ME, US",44.3368716667,-68.0617666667,"All observations"
"Monarch","Danaus plexippus","2016-07-24","Hancock, Maine, United States",44.336175,-68.0617444444,"All observations"
"Monarch","Danaus plexippus","2016-07-24","Hancock, Maine, United States",44.3361361111,-68.0617916667,"All observations"
"Monarch","Danaus plexippus","2016-07-24","Hancock, Maine, United States",44.3363416667,-68.0617833333,"All observations"
"Monarch","Danaus plexippus","2016-07-24","Hancock, Maine, United States",44.3365055556,-68.0616833333,"All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2016-07-24","Winter Harbor, ME, USA",44.3381222222,-68.0607083333,"All observations"
"eastern poison ivy","Toxicodendron radicans","2016-07-24","Winter Harbor, ME, USA",44.3358111111,-68.0571361111,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2016-07-22","Winter Harbor, ME, USA",44.3372583333,-68.0621416667,"All observations"
"Sea Milkwort","Lysimachia maritima","2016-07-22","Winter Harbor, ME, USA",44.3406666667,-68.0655833333,"All observations"
"Wood Lily","Lilium philadelphicum","2016-07-22","Acadia National Park, Mount Desert, ME, US",44.3395533333,-68.2718,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2016-07-21","Hancock County, US-ME, US",44.3362050271,-68.0615590979,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2016-07-21","Acadia National Park, Southwest Harbor, ME, US",44.2271416667,-68.321,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2016-07-19","Acadia National Park, Winter Harbor, ME, US",44.3380339584,-68.0609446206,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2016-07-19","Alvey Dr, Winter Harbor, ME, US",44.3376850883,-68.0610517706,"All observations"
"Yellow-banded Bumble Bee","Bombus terricola","2016-07-18","Acadia National Park, Bar Harbor, ME, US",44.4044511076,-68.2387830603,"All observations"
"broad-leaved cattail","Typha latifolia","2016-07-17","Acadia National Park, Bar Harbor, ME, US",44.3780116667,-68.252145,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2016-07-05","Acadia National Park, Winter Harbor, ME, US",44.33708,-68.0602028333,"All observations"
"Jack-in-the-Pulpit","Arisaema triphyllum","2016-07-01","Bar Harbor, ME 04609, USA",44.3621029,-68.2077925,"All observations"
"American fly-honeysuckle","Lonicera canadensis","2016-07-01","Bar Harbor, ME 04609, USA",44.3621029,-68.2077925,"All observations"
"Sea Milkwort","Lysimachia maritima","2016-06-26","Schoodic Peninsula, Winter Harbor, ME, USA",44.3731271397,-68.0604642647,"All observations"
"Tufted Bulrush","Trichophorum cespitosum","2016-06-21","Acadia National Park, Winter Harbor, ME, US",44.3332366667,-68.0621111667,"All observations"
"painted trillium","Trillium undulatum","2016-06-19","Acadia National Park, Southwest Harbor, ME, US",44.2753033333,-68.341025,"All observations"
"purple crownvetch","Securigera varia","2016-06-18","Bar Harbor, ME, USA",44.3562329921,-68.2390023246,"All observations"
"Roseroot","Rhodiola rosea","2016-06-16","Winter Harbor, ME, USA",44.3329741306,-68.061898648,"All observations"
"pink lady's slipper","Cypripedium acaule","2016-06-15","Acadia National Park, Mount Desert, ME, US",44.3133216853,-68.2141561545,"All observations"
"pink lady's slipper","Cypripedium acaule","2016-06-04","Acadia National Park, Southwest Harbor, ME, US",44.2316783333,-68.3152916667,"All observations"
"Monarch","Danaus plexippus","2015-09-04","Acadia National Park, Mount Desert, ME, US",44.3116178774,-68.2159926861,"All observations"
"common milkweed","Asclepias syriaca","2015-07-20","Bar Island Acadia National Park, Maine",44.397124,-68.207996,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2015-07-18","Jordan Pond, Acadia National Park, Maine",44.32361,-68.250043,"All observations"
"Roseroot","Rhodiola rosea","2015-07-06","Hancock County, US-ME, US",44.335998,-68.066895,"All observations"
"trailing arbutus","Epigaea repens","2015-06-25","Mount Desert, Maine, United States",44.325627,-68.286789,"All observations"
"pink lady's slipper","Cypripedium acaule","2015-06-24","Bar Harbor, Maine, United States",44.327136,-68.239628,"All observations"
"southern arrowwood","Viburnum dentatum","2015-06-13","Acadia National Park",44.364544,-68.20703,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2015-06-13","Acadia National Park",44.231732,-68.316336,"All observations"
"common milkweed","Asclepias syriaca","2015-06-09","Acadia National Park, Bar Harbor, ME, US",44.4088297082,-68.2459451082,"All observations"
"Jack-in-the-Pulpit","Arisaema triphyllum","2015-05-19","Acadia National Park, Bar Harbor, ME, US",44.3717132414,-68.2590719821,"All observations"
"Cucumber Root","Medeola virginiana","2014-10-12","",44.339923,-68.20796,"All observations"
"red pine","Pinus resinosa","2014-10-12","Acadia National Park, Bar Harbor, ME, US",44.354408,-68.206549,"All observations"
"western poison ivy","Toxicodendron rydbergii","2014-10-11","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.324627,-68.186401,"All observations"
"field milkwort","Polygala sanguinea","2014-07-19","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.390755,-68.236461,"All observations"
"water hemlock","Cicuta maculata","2014-07-19","",44.390753,-68.2362,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2014-07-19","",44.338423,-68.060099,"All observations"
"Virginia meadowbeauty","Rhexia virginica","2014-07-19","",44.390746,-68.236269,"All observations"
"pink lady's slipper","Cypripedium acaule","2014-06-06","Cochrane Point, Acadia National Park, Hancock, Maine, United States",44.3811333333,-68.2323083333,"All observations"
"pink lady's slipper","Cypripedium acaule","2013-08-07","Acadia National Park",44.327405,-68.288042,"All observations"
"common heather","Calluna vulgaris","2013-08-07","Acadia National Park",44.326811,-68.286973,"All observations"
"broad-leaved goldenrod","Solidago flexicaulis","2013-08-07","Acadia National Park",44.331338,-68.280809,"All observations"
"trailing arbutus","Epigaea repens","2013-08-07","Acadia National Park",44.331966,-68.279359,"All observations"
"mountain firmoss","Huperzia appressa","2013-08-07","Hancock County, US-ME, US",44.3111642516,-68.3436842309,"All observations"
"downy rattlesnake plantain","Goodyera pubescens","2013-08-07","Hancock County, US-ME, US",44.321400423,-68.2246923883,"All observations"
"painted trillium","Trillium undulatum","2013-05-25","Southwest Harbor, ME, USA",44.2988146595,-68.3551984689,"All observations"
"common milkweed","Asclepias syriaca","2012-07-08","Gouldsboro, ME, USA",44.3971867184,-68.2113021236,"All observations"
"Monarch","Danaus plexippus","2012-07-08","Gouldsboro, ME, USA",44.3972429581,-68.2112180482,"All observations"
"trailing arbutus","Epigaea repens","2011-08-05","Bar Harbor, Maine, United States",44.357972,-68.209187,"All observations"
"pink lady's slipper","Cypripedium acaule","2010-08-07","Mount Desert, Maine, United States",44.322644,-68.296173,"All observations"
"interrupted clubmoss","Spinulum annotinum","2010-08-07","Bar Harbor, ME, USA",44.3443094168,-68.2210322553,"All observations"
"Virginia meadowbeauty","Rhexia virginica","2010-07-19","Acadia NP",44.3385559,-68.2733346,"All observations"
"pink lady's slipper","Cypripedium acaule","2010-05-29","Acadia National Park, Bar Harbor, ME, US",44.3631333526,-68.2656480529,"All observations"
"Wood Lily","Lilium philadelphicum","2009-07-16","Mt Desert, ME, USA",44.3299858466,-68.2832003642,"All observations"
"Oysterplant","Mertensia maritima","2007-10-27","Pretty Marsh Picnic Area, Mt Desert, ME, USA",44.3326250351,-68.4079767789,"All observations"
"Monarch","Danaus plexippus","2007-08-19","Maine, USA",44.3385559,-68.2733346,"All observations"
"red pine","Pinus resinosa","2007-05-08","Mt Desert, ME, USA",44.3341927693,-68.2504848223,"All observations"
"Wood Lily","Lilium philadelphicum","2005-07-22","Bar Harbor, ME, USA",44.3581652857,-68.2233995768,"All observations"
